question,answer
"수욜 새벽 출국이라 화요일까지 꼭 받아봐야는데
후기도 좋고 당일배송이래서 믿고 구매했어요^^
하자없는 상품으로 체크후 누락되지않게
(그린4,그레이5 총9개)
월요일날 꼭 발송 부탁드리겠습니다 수고하세요^^",안녕하세요 고객님 니뜰리히입니다. 좋은 제품으로 금일 발송해드릴 수 있도록 하겠습니다! 주문해주셔서 감사합니다 ㅎ
린넨이나 패브릭이나 둘 다 스툴은 따라오는거죠?,안녕하세요 고객님 니뜰리히입니다. 넵 전부 스툴포함으로 구성되있습니다. 감사합니다!:)
세탁은 어떻게 하나요?,안녕하세요 고객님 니뜰리히입니다. 다른 소파들 처럼 물티슈나 패브릭스프레이 등으로 관리해주시면 됩니다!
내일필요한데 오늘 발송되나요?? 어제 주문했어요,"안녕하세요 고객님
주문해주신 상품 오늘자로 출고되어 발송예정입니다!
감사합니다."
아직 상품발송 전인데 20개 추가해서 주문하려고 취소요청 드렸습니다. 취소 확인 부탁드려요,"안녕하세요 고객님
주문해주신 이전 상품건 취소처리 도와드렸습니다.
감사합니다."
"재고 문의드립니다. 
40cm 화이트 24개, 베이지 24개 구매하려고 합니다. 수량 확인 부탁드립니다.",안녕하세요 고객님 니뜰리히입니다. 저희측에 베이지 색상은 없어 비슷한 브라운 색상으로 답변드립니다. 두 색상 모두 현재 재고가 있어 구매가능 하십니다. 감사합니다.
"고객센터 연락되지 않아 문의 남깁니다.
35cm 방석 주문후 크기가 작아 반품 신청후 40cm 방석 주문하였습니다.
(방석만 반품신청되지 않아 미끄럼방지패드도 같이 반품신청하였습니다.)
반품수거시 방석만 보내드릴테니, 배송시 40cm 방석만 배송 부탁드립니다.
(미끄럼방지패드는 배송 안해주셔도 됩니다.)","안녕하세요 고객님 니뜰리히입니다.
문의주신 내용 확인하였으며 금일 40cm 상품으로 출고 후 내일자로 35cm 상품 수거 될 수 있도록 수거 신청하였습니다.
미끄럼방지 패드는 출고되지 않을 예정이며 현재 받아보신 미끄럼 방지 패드는 수거시 전달해주시지 않으시면 감사하겠습니다 !
감사합니다."
에어펌프 오늘 주문하면 언제 발송 시작 되나요? 목요일까지 받아야 하는데 가능할까요?,안녕하세요 고객님 니뜰리히입니다. 오후 2시전까지 주문해주시면 금일발송가능합니다. 저희 택배사가 95% 이상은 익일배송이 되고 있어서 특이사항만 없다면 목요일까지 받아보실 수 있으실 것 같으십니다!
"배송정보 변경 들어가서 메모 적으려고 하니 
배송지 변경이 안된다고 하네용 수정이 안되네용ㅠㅠ 그냥 보내주세용…","안녕하세요 고객님 니뜰리히입니다.
문의주신 내용 저희가 금요일에 도착 부탁드린다고 배송메세지에 기재하였습니다 !
감사합니다."
"구매완료 했습니당 답변 주셔서 감사합니당 ^^
혹시 금요일에 도착하도록 배송 받을수 있을까용!?
혹시나 안된다면 그냥 보내주세용^^","안녕하세요 고객님 니뜰리히입니다.
우선 저희 사각 방석을 주문해주셔서 정말 감사합니다 :)

문의 주신 내용 확인하였으며 해당 상품 내일자로 발송 도와드리면 목요일 또는 금요일 받아보실 수 있으며 모레 발송을 도와드릴 시 금요일 또는 토요일 받아보실 수 있을 것으로 예상됩니다.
배송메세지에 금요일 도착관련 메모 적어주시면 택배기사님께서 확인하신 후 발송 도와드릴 수 있어 해당 내용 기재해주시면 감사하겠습니다 !

감사합니다 ~"
"후기보면 테두테두리가우글해보이는데
매끈한거로받을수있을까요?","안녕하세요 고객님
문의주신 상품 최대한 안우글거리는 상품으로 배송도와드리겠습니다!
감사합니다."
딥브라운 브라운 주문했습니다 검수 잘 부탁드립니다,안녕하세요 고객님 니뜰리히입니다. 주문해주셔서 감사합니다. 금일 검수후 빠르게 발송해드릴 수 있도록 하겠습니다.
"스마트스토어 포토리뷰 완료 하였습니다, 
페이백 신청 합니다,
어떻게 신청 드려야 하나요?",안녕하세요 고객님 니뜰리히입니다. 저희 페이백 리뷰에 참여해주셔서 감사합니다. 저희 네이버톡톡으로 작성하신 리뷰 URL 첨부해주시면 확인 후 페이백 해드리도록 하겠습니다! 감사합니다.
핑크 재입고문의해요,안녕하세요 고객님 니뜰리히입니다. 현재 핑크 재고 소량남아 있어 구매하실 수 있게 재고 열어드리도록 하겠습니다! 감사합니다.
조립 설명서 없을까요…?,안녕하세요 고객님 니뜰리히입니다! 죄송합니다 ㅜ 상품포장 중 설명서가 누락되버린것 같습니다 ㅜ 톡톡한번만 주시면 저희가 pdf파일로 보내드릴 수 있도록 하겠습니다.
딥그린 언제 입고 될까요?,안녕하세요 고객님 니뜰리히입니다. 다음주 화 수 정도에 재입고될 예정입니다! 감사합니다.
"하자없는제품으로 검수하셔서 빠른배송부탁드려요 
내일발송될까요",안녕하세요 고객님 니뜰리히입니다. 빠르게 배송해드릴 수 있도록 하겠습니다. 주문해주신 제품은 금일 발송되실 예정입니다.
리뷰 사진들 보다보니 시트부분 다리쪽이 더 좁고 등받이 쪽이 더 면적이 넓던데 제가 받은 제품은 반대같거든요 제품 설명 사진에도 그렇거요 혹시 리뉴얼이 된건가요? 제갓만 이런게 온건가요?,안녕하세요 고객님 니뜰리히입니다. 정확한 사유 확인을 위해 톡톡으로 사진 첨부 해주실 수 있으실까요? 사진 확인 후 이상이 있는지 확인해보도록 하겠습니다! 감사합니다.
오프라인에서 볼수있는 매장이 서울 일산 파주쪽에 있을까요?,안녕하세요 고객님 니뜰리히입니다. 저희가 아직 작은몰이라 오프라인 매장이 따로 없습니다. 부단히 노력하여 추후에는 매장 방문하실 수 있도록 하겠습니다.
방금 그레이 주문했는데 꼭 하자없는 상품으로 검수해서 출고부탁드릴게요!,안녕하세요 고객님 니뜰리히입니다. 다음번 방문해주시면 좋은 상품으로 빠르게 발송해드릴 수 있도록 하겠습니다. 감사합니다!
빠른배송요청드려요,"안녕하세요 고객님
문의주신 상품 오늘자로 출고될예정입니다!
감사합니다."
"높은 다리 30cm로 선택하면
스툴다리도 같이 변경되나요?
그리고 커버 분리세탁 되는지도 궁금합니다.","안녕하세요 고객님
문의주신 상품 스툴다리는 변경되지않으며,  커버분리 세탁은 패브릭 스프레이로 청소하시는것을 권장드리며, 등받이같은 경우에는 솜과 결합되어 있어 세탁전 커버를 벗기신 후 솜을 제거하신후 세탁하시는것을 권장드립니다."
"리뷰 썼어요~~
페이백은 어떻게 주시는지 궁금합니다^^","안녕하세요 고객님
문의주신 리뷰 페이백 톡톡으로 리뷰작성 인증사진 보내주시면 빠르게 처리 도와드리겠습니다.
감사합니다."
2시전 주문이니 오늘 출고 가능한거죠? 원형방석 35cm 딥브라운 2개 주문했어요,안녕하세요 고객님 니뜰리히입니다. 주문해주신 제품 금일 출고되실 예정입니다 ㅎ
뷰클레 재질은 천인가요? 인조가죽인가요?,안녕하세요 고객님 니뜰리히입니다. 뷰클레 재질은 원단명이 뷰클레입니다. 상단의 사진을 참고하시거나 톡톡주시면 제품 사진 전달드리도록 하겠습니다.
"안녕하세요 다른색깔 출시는 안되나요!?
딥그린 사각으로 사고싶어용 ㅠㅠ",안녕하세요 고객님 니뜰리히입니다. 딥그린색상도 출시하도록 하겠습니다ㅎ 다만 제작기간이 필요하여 3-4주 정도 이후에 방문해주시면 구매할 수 있게 준비해 놓도록 하겠습니다.
배송이 너무 늦네요. 지난번에 한 색이 없다고 다음날 입고 되면 같이 발송하기로 했는데 아직 감감무소식이네요. 그냥 남은 색 하나 더 넣어 보내주세요. 담주 화요일에 써야해요. 빠른처리 바랍니다.,"안녕하세요 고객님
우선 배송이 지연되어 정말 죄송합니다
주문해주신 상품 어제자로 입고되어 오늘 출고될예정입니다ㅜ
빠른 배송도와드리겠습니다.
불편을끼쳐드려 정말 죄송합니다."
"블루색상 / 
의자 높이를 높이고 싶어요 (추가 1만원 결제하는거 확인했습니다)
이 경우, 오후 1시 이전 구입시
당일 출고가 바로 되는지 재고가 있는지 미리 여쭤보고싶습니다","안녕하세요 고객님
문의내용 톡톡으로 답변남겨드렸습니다.
감사합니다."
"방금 주문했어요.
상태 잘 체크해서 안전하게 잘 배송부탁드립니다.","안녕하세요 고객님
주문해주신 상품 검수 후 다음날 출고 도와드리겠습니다!
감사합니다."
"네
메모리폼 방석 위에다 전기방석 사용해도 되는지요?","안녕하세요 고객님
문의주신 상품 전기장판 사용 가능하십니다!
감사합니다."
전기방석 위에 사용해도 되나요,"안녕하세요 고객님
문의주신 상품 전기장판 사용 말씀하시는걸까요?"
금주내로 상품 받아볼수있을까요?,"안녕하세요 고객님
주문해주신 상품 내일자로 출고될예정입니다!
감사합니다."
"제주 추가배송비는 얼마인가요?
오늘주문하면 배송가능일자가 궁금합니다","안녕하세요 고객님
문의주신 상품 제주 추가배송비는 20,000원으로 총 40,000원 배송비 발생되며, 오늘 주문해주시면 내일 출고되어 2~3일정도 소요될것으로보입니다!
감사합니다."
40cm 높이가ㅡ어떻게 되나요,안녕하세요 고객님 니뜰리히입니다. 40cm 높이의 경우 3~3.5cm정도 됩니다.
40센치 핑크 재입고 언제될까요..?,"안녕하세요 고객님
문의주신 상품 차주 월요일~화요일에 입고될예정입니다!
감사합니다."
성치를 위한 사용설명서도 없고 볼트 4개 들어있는데 맞나요?,안녕하세요 고객님 니뜰리히입니다. 답변이 늦어 죄송합니다. 저희가 설치방법에 대한 안내서를 같이 보내드리고 있는데 창고측에서 포장중 누락이 되어버린것 같습니다. 톡톡 한번만 보내주시면 설치방법에 대한 안내서 보내드리도록 하겠습니다. 또한 볼트도 부족하게 도착한 것 같아 확인 후 같이 발송도와드릴 수 있도록 하겠습니다. 번거롭게 해드려 죄송합니다.
"안녕하세요~ 배송지 설정이 3층으로 되었는데, 3층이 아니고 1층 102호로 수정 가능할까요??",안녕하세요 고객님 니뜰리히입니다. 답변이 늦었습니다. 주소지 변경하여 발송해드릴 수 있도록 하겠습니다. 감사합니다!
두께가 넓어보이는데 사이즈가 어떻게 되나요?,안녕하세요 고객님 니뜰리히입니다. 두께의 경우 1.5cm 정도 나오십니다. 감사합니다!
"지금 주문했습니다.
원단 울퉁불퉁 하지 않고 하자 없는 걸로 부탁드립니다.
사용후 재구매 의사 있습니다.","안녕하세요 고객님
우선 저희 상품을 구매해주셔서 정말 감사합니다.
주문해주신 상품 검수후 출고 도와드리겠습니다!
감사합니다,"
의자 지름 44센치면 40센치로 구매 하면 괜찮을까요 ?,"안녕하세요 고객님
문의주신 상품 의자 지름보다 방석이 4cm 작으면 사용하시는데 불편함 없으실겁니다!
감사합니다."
커버는 세탁기 돌려도 괜찮을까요? 안에 메모리폼은 세탁하면 안되는거죠?,"안녕하세요 고객님 니뜰리히입니다. 커버는 세탁하셔도 괜찮습니다. 다만, 메모리폼의 경우 세탁기 사용시 변형되거나 부서질수 있어서 권장드리지 않습니다."
"오늘 저녁에 입금 예정인데 금욜날 받을수있을까요?ㅜ
cj는 보통 하루면 오는데 롯데택배는 몰라서요..",안녕하세요 고객님 니뜰리히입니다. 롯데택배 또한 99%는 익일배송이 가능합니다. 다만 간혹 터미널에서 한번씩 지연되는 경우가 있어서... 확답을 드리기는 어려울 것 같습니다
"오늘 주문했는데 몇시까지 입금해야 오늘 발송되나요?
무조건 금욜날 받아야합니다
그리고 검수 잘하셔서 불량없이 보내주세요^^","안녕하세요 고객님
저희 2시 이전에 주문해주신 주문건에 한하여 당일 출고를 도와드리고 있습니다 !
감사합니다 !"
